"ID"	"GB_ACC"	"Gene.Title"	"Gene.Symbol"
"212530_PM_at"	"212530_PM_at"	"AL080111"	"NIMA (never in mitosis gene a)-related kinase 7"	"NEK7"
"1557170_PM_at"	"1557170_PM_at"	"AI073943"	"NIMA (never in mitosis gene a)- related kinase 8"	"NEK8"
"212299_PM_at"	"212299_PM_at"	"AL117502"	"NIMA (never in mitosis gene a)- related kinase 9"	"NEK9"
"221214_PM_s_at"	"221214_PM_s_at"	"NM_015537"	"nasal embryonic LHRH factor"	"NELF"
"1554394_PM_at"	"1554394_PM_at"	"AB085898"	"NEL-like 1 (chicken)"	"NELL1"
"203413_PM_at"	"203413_PM_at"	"NM_006159"	"NEL-like 2 (chicken)"	"NELL2"
"214075_PM_at"	"214075_PM_at"	"AI984136"	"neuron derived neurotrophic factor"	"NENF"
"204321_PM_at"	"204321_PM_at"	"NM_002499"	"neogenin homolog 1 (chicken)"	"NEO1"
"218678_PM_at"	"218678_PM_at"	"NM_024609"	"nestin"	"NES"
"201829_PM_at"	"201829_PM_at"	"AW263232"	"neuroepithelial cell transforming 1"	"NET1"
"1552736_PM_a_at"	"1552736_PM_a_at"	"NM_138966"	"neuropilin (NRP) and tolloid (TLL)-like 1"	"NETO1"
"218888_PM_s_at"	"218888_PM_s_at"	"NM_018092"	"neuropilin (NRP) and tolloid (TLL)-like 2"	"NETO2"
"208926_PM_at"	"208926_PM_at"	"U84246"	"sialidase 1 (lysosomal sialidase)"	"NEU1"
"221368_PM_at"	"221368_PM_at"	"NM_005383"	"sialidase 2 (cytosolic sialidase)"	"NEU2"
"206948_PM_at"	"206948_PM_at"	"NM_006656"	"sialidase 3 (membrane sialidase)"	"NEU3"
"222957_PM_at"	"222957_PM_at"	"AK025617"	"sialidase 4"	"NEU4"
"204888_PM_s_at"	"204888_PM_s_at"	"AA772093"	"neuralized homolog (Drosophila)"	"NEURL"
"225355_PM_at"	"225355_PM_at"	"AK026748"	"neuralized homolog 1B (Drosophila)"	"NEURL1B"
"230283_PM_at"	"230283_PM_at"	"AW298115"	"neuralized homolog 2 (Drosophila)"	"NEURL2"
"232593_PM_at"	"232593_PM_at"	"AL389981"	"neuralized homolog 3 (Drosophila) pseudogene"	"NEURL3"
"226703_PM_at"	"226703_PM_at"	"AL136870"	"neuralized homolog 4 (Drosophila)"	"NEURL4"
"1556057_PM_s_at"	"1556057_PM_s_at"	"CA778002"	"neurogenic differentiation 1"	"NEUROD1"
"1552953_PM_a_at"	"1552953_PM_a_at"	"NM_006160"	"neurogenic differentiation 2"	"NEUROD2"
"221318_PM_at"	"221318_PM_at"	"NM_021191"	"neurogenic differentiation 4"	"NEUROD4"
"220045_PM_at"	"220045_PM_at"	"NM_022728"	"neurogenic differentiation 6"	"NEUROD6"
"208497_PM_x_at"	"208497_PM_x_at"	"NM_006161"	"neurogenin 1"	"NEUROG1"
"215632_PM_at"	"215632_PM_at"	"AF303002"	"neurogenin 2"	"NEUROG2"
"207965_PM_at"	"207965_PM_at"	"NM_020999"	"neurogenin 3"	"NEUROG3"
"1552309_PM_a_at"	"1552309_PM_a_at"	"NM_144573"	"nexilin (F actin binding protein)"	"NEXN"
"204323_PM_x_at"	"204323_PM_x_at"	"M61213"	"neurofibromin 1"	"NF1"
"204991_PM_s_at"	"204991_PM_s_at"	"NM_000268"	"neurofibromin 2 (merlin)"	"NF2"
"230322_PM_at"	"230322_PM_at"	"AI492017"	"NFAT activating protein with ITAM motif 1"	"NFAM1"
"213438_PM_at"	"213438_PM_at"	"AA995925"	"neurofascin homolog (chicken)"	"NFASC"
"208003_PM_s_at"	"208003_PM_s_at"	"NM_006599"	"nuclear factor of activated T-cells 5, tonicity-responsive"	"NFAT5"
"208196_PM_x_at"	"208196_PM_x_at"	"NM_006162"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"	"NFATC1"
"224542_PM_s_at"	"224542_PM_s_at"	"U43342"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"	"NFATC2"
"212808_PM_at"	"212808_PM_at"	"AI884627"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein"	"NFATC2IP"
"207416_PM_s_at"	"207416_PM_s_at"	"NM_004555"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"	"NFATC3"
"205897_PM_at"	"205897_PM_at"	"NM_004554"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4"	"NFATC4"
"209930_PM_s_at"	"209930_PM_s_at"	"L13974"	"nuclear factor (erythroid-derived 2), 45kDa"	"NFE2"
"200758_PM_s_at"	"200758_PM_s_at"	"AI361227"	"nuclear factor (erythroid-derived 2)-like 1"	"NFE2L1"
"1567013_PM_at"	"1567013_PM_at"	"AF323119"	"nuclear factor (erythroid-derived 2)-like 2"	"NFE2L2"
"204702_PM_s_at"	"204702_PM_s_at"	"NM_004289"	"nuclear factor (erythroid-derived 2)-like 3"	"NFE2L3"
"1560527_PM_at"	"1560527_PM_at"	"BU587810"	"transcription factor NF-E4"	"NFE4"
"1557639_PM_at"	"1557639_PM_at"	"AI220445"	"Nuclear factor I/A"	"NFIA"
"209289_PM_at"	"209289_PM_at"	"AI700518"	"nuclear factor I/B"	"NFIB"
"206929_PM_s_at"	"206929_PM_s_at"	"NM_005597"	"nuclear factor I/C (CCAAT-binding transcription factor)"	"NFIC"
"203574_PM_at"	"203574_PM_at"	"NM_005384"	"nuclear factor, interleukin 3 regulated"	"NFIL3"
"209807_PM_s_at"	"209807_PM_s_at"	"U18759"	"nuclear factor I/X (CCAAT-binding transcription factor)"	"NFIX"
"209239_PM_at"	"209239_PM_at"	"M55643"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 1"	"NFKB1"
"207535_PM_s_at"	"207535_PM_s_at"	"NM_002502"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)"	"NFKB2"
"201502_PM_s_at"	"201502_PM_s_at"	"AI078167"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha"	"NFKBIA"
"214062_PM_x_at"	"214062_PM_x_at"	"AI684894"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"	"NFKBIB"
"1553042_PM_a_at"	"1553042_PM_a_at"	"NM_032721"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta"	"NFKBID"
"203927_PM_at"	"203927_PM_at"	"NM_004556"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"	"NFKBIE"
"209973_PM_at"	"209973_PM_at"	"AF097419"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1"	"NFKBIL1"
"1558329_PM_at"	"1558329_PM_at"	"AK097406"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 2"	"NFKBIL2"
"223217_PM_s_at"	"223217_PM_s_at"	"BE646573"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta"	"NFKBIZ"
"206968_PM_s_at"	"206968_PM_s_at"	"NM_006165"	"nuclear factor related to kappaB binding protein"	"NFRKB"
"1554321_PM_a_at"	"1554321_PM_a_at"	"BC018471"	"NFS1 nitrogen fixation 1 homolog (S. cerevisiae)"	"NFS1"
"218946_PM_at"	"218946_PM_at"	"NM_015700"	"NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)"	"NFU1"
"1553103_PM_at"	"1553103_PM_at"	"NM_147134"	"nuclear transcription factor, X-box binding 1"	"NFX1"
"227220_PM_at"	"227220_PM_at"	"AI743731"	"nuclear transcription factor, X-box binding-like 1"	"NFXL1"
"204107_PM_at"	"204107_PM_at"	"BF445142"	"nuclear transcription factor Y, alpha"	"NFYA"
"218127_PM_at"	"218127_PM_at"	"AI804118"	"nuclear transcription factor Y, beta"	"NFYB"
"1559218_PM_s_at"	"1559218_PM_s_at"	"AL713771"	"nuclear transcription factor Y, gamma"	"NFYC"
"220337_PM_at"	"220337_PM_at"	"NM_021257"	"neuroglobin"	"NGB"
"213794_PM_s_at"	"213794_PM_s_at"	"AI269117"	"neuroguidin, EIF4E binding protein"	"NGDN"
"227240_PM_at"	"227240_PM_at"	"AV703769"	"neuronal guanine nucleotide exchange factor"	"NGEF"
"206814_PM_at"	"206814_PM_at"	"NM_002506"	"nerve growth factor (beta polypeptide)"	"NGF"
"205858_PM_at"	"205858_PM_at"	"NM_002507"	"nerve growth factor receptor"	"NGFR"
"217963_PM_s_at"	"217963_PM_s_at"	"NM_014380"	"nerve growth factor receptor (TNFRSF16) associated protein 1"	"NGFRAP1"
"207492_PM_at"	"207492_PM_at"	"NM_025105"	"N-glycanase 1"	"NGLY1"
"217722_PM_s_at"	"217722_PM_s_at"	"NM_016645"	"neugrin, neurite outgrowth associated"	"NGRN"
"1553633_PM_s_at"	"1553633_PM_s_at"	"NM_139173"	"Na+/H+ exchanger domain containing 1"	"NHEDC1"
"1564746_PM_at"	"1564746_PM_at"	"BC009732"	"Na+/H+ exchanger domain containing 2"	"NHEDC2"
"1568974_PM_at"	"1568974_PM_at"	"BC025319"	"neuroblastoma highly expressed 1"	"NHEG1"
"219418_PM_at"	"219418_PM_at"	"NM_024782"	"nonhomologous end-joining factor 1"	"NHEJ1"
"214628_PM_at"	"214628_PM_at"	"M96739"	"nescient helix loop helix 1"	"NHLH1"
"214497_PM_s_at"	"214497_PM_s_at"	"NM_005599"	"nescient helix loop helix 2"	"NHLH2"
"219353_PM_at"	"219353_PM_at"	"NM_017687"	"NHL repeat containing 2"	"NHLRC2"
"227040_PM_at"	"227040_PM_at"	"AI655763"	"NHL repeat containing 3"	"NHLRC3"
"1558431_PM_at"	"1558431_PM_at"	"BC032015"	"NHL repeat containing 4"	"NHLRC4"
"209104_PM_s_at"	"209104_PM_s_at"	"BC000009"	"NHP2 ribonucleoprotein homolog (yeast)"	"NHP2"
"201076_PM_at"	"201076_PM_at"	"NM_005008"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)"	"NHP2L1"
"228933_PM_at"	"228933_PM_at"	"BF111819"	"Nance-Horan syndrome (congenital cataracts and dental anomalies)"	"NHS"
"226490_PM_at"	"226490_PM_at"	"AA503387"	"NHS-like 1"	"NHSL1"
"1569932_PM_at"	"1569932_PM_at"	"BC033261"	"NHS-like 2"	"NHSL2"
"223442_PM_at"	"223442_PM_at"	"BC005050"	"nicolin 1"	"NICN1"
"1561082_PM_at"	"1561082_PM_at"	"BC012501"	"nidogen 1"	"NID1"
"204114_PM_at"	"204114_PM_at"	"NM_007361"	"nidogen 2 (osteonidogen)"	"NID2"
"218133_PM_s_at"	"218133_PM_s_at"	"NM_021824"	"NIF3 NGG1 interacting factor 3-like 1 (S. pombe)"	"NIF3L1"
"219285_PM_s_at"	"219285_PM_s_at"	"NM_016350"	"ninein (GSK3B interacting protein)"	"NIN"
"203045_PM_at"	"203045_PM_at"	"NM_004148"	"ninjurin 1"	"NINJ1"
"219594_PM_at"	"219594_PM_at"	"NM_016533"	"ninjurin 2"	"NINJ2"
"207705_PM_s_at"	"207705_PM_s_at"	"NM_025176"	"ninein-like"	"NINL"
"219031_PM_s_at"	"219031_PM_s_at"	"NM_016101"	"nuclear import 7 homolog (S. cerevisiae)"	"NIP7"
"1552696_PM_at"	"1552696_PM_at"	"NM_144599"	"non imprinted in Prader-Willi/Angelman syndrome 1"	"NIPA1"
"212129_PM_at"	"212129_PM_at"	"AI589507"	"non imprinted in Prader-Willi/Angelman syndrome 2"	"NIPA2"
"1562792_PM_at"	"1562792_PM_at"	"BC041434"	"NIPA-like domain containing 1"	"NIPAL1"
"220128_PM_s_at"	"220128_PM_s_at"	"NM_024759"	"NIPA-like domain containing 2"	"NIPAL2"
"210267_PM_at"	"210267_PM_at"	"BC001265"	"NIPA-like domain containing 3"	"NIPAL3"
"230188_PM_at"	"230188_PM_at"	"AW138350"	"NIPA-like domain containing 4"	"NIPAL4"
"207108_PM_s_at"	"207108_PM_s_at"	"NM_015384"	"Nipped-B homolog (Drosophila)"	"NIPBL"
"201708_PM_s_at"	"201708_PM_s_at"	"AW083371"	"nipsnap homolog 1 (C. elegans)"	"NIPSNAP1"
"224436_PM_s_at"	"224436_PM_s_at"	"BC005935"	"nipsnap homolog 3A (C. elegans)"	"NIPSNAP3A"
"221104_PM_s_at"	"221104_PM_s_at"	"NM_018376"	"nipsnap homolog 3B (C. elegans)"	"NIPSNAP3B"
"201591_PM_s_at"	"201591_PM_s_at"	"NM_007184"	"nischarin"	"NISCH"
"202891_PM_at"	"202891_PM_at"	"NM_005600"	"nitrilase 1"	"NIT1"
"218557_PM_at"	"218557_PM_at"	"NM_020202"	"nitrilase family, member 2"	"NIT2"
"219438_PM_at"	"219438_PM_at"	"NM_024522"	"Na+/K+ transporting ATPase interacting 1"	"NKAIN1"
"1554601_PM_at"	"1554601_PM_at"	"AB070452"	"Na+/K+ transporting ATPase interacting 2"	"NKAIN2"
"1553241_PM_at"	"1553241_PM_at"	"NM_173688"	"Na+/K+ transporting ATPase interacting 3"	"NKAIN3"
"228017_PM_s_at"	"228017_PM_s_at"	"BF593263"	"Na+/K+ transporting ATPase interacting 4"	"NKAIN4"
"223439_PM_at"	"223439_PM_at"	"BC000940"	"NFKB activating protein"	"NKAP"
"229340_PM_at"	"229340_PM_at"	"BF592882"	"NFKB activating protein-like"	"NKAPL"
"1553115_PM_at"	"1553115_PM_at"	"AF358135"	"naked cuticle homolog 1 (Drosophila)"	"NKD1"
"232201_PM_at"	"232201_PM_at"	"BC004940"	"naked cuticle homolog 2 (Drosophila)"	"NKD2"
"213915_PM_at"	"213915_PM_at"	"NM_005601"	"natural killer cell group 7 sequence"	"NKG7"
"225930_PM_at"	"225930_PM_at"	"AI970120"	"NFKB inhibitor interacting Ras-like 1"	"NKIRAS1"
"218240_PM_at"	"218240_PM_at"	"NM_017595"	"NFKB inhibitor interacting Ras-like 2"	"NKIRAS2"
"1560430_PM_at"	"1560430_PM_at"	"AK090919"	"NTPase, KAP family P-loop domain containing 1"	"NKPD1"
"205004_PM_at"	"205004_PM_at"	"NM_017544"	"NFKB repressing factor"	"NKRF"
"1557736_PM_at"	"1557736_PM_at"	"AI880383"	"natural killer-tumor recognition sequence"	"NKTR"
"1565537_PM_at"	"1565537_PM_at"	"X76978"	"NK1 homeobox 1"	"NKX1-1"
"210673_PM_x_at"	"210673_PM_x_at"	"D50740"	"NK2 homeobox 1"	"NKX2-1"
"206915_PM_at"	"206915_PM_at"	"NM_002509"	"NK2 homeobox 2"	"NKX2-2"
"1553808_PM_a_at"	"1553808_PM_a_at"	"NM_145285"	"NK2 transcription factor related, locus 3 (Drosophila)"	"NKX2-3"
"206578_PM_at"	"206578_PM_at"	"NM_004387"	"NK2 transcription factor related, locus 5 (Drosophila)"	"NKX2-5"
"207451_PM_at"	"207451_PM_at"	"NM_014360"	"NK2 homeobox 8"	"NKX2-8"
"209706_PM_at"	"209706_PM_at"	"AF247704"	"NK3 homeobox 1"	"NKX3-1"
"207031_PM_at"	"207031_PM_at"	"NM_001189"	"NK3 homeobox 2"	"NKX3-2"
"221366_PM_at"	"221366_PM_at"	"NM_006168"	"NK6 homeobox 1"	"NKX6-1"
"235832_PM_at"	"235832_PM_at"	"BF509028"	"NK6 homeobox 2"	"NKX6-2"
"1552884_PM_at"	"1552884_PM_at"	"NM_152568"	"NK6 homeobox 3"	"NKX6-3"
"203866_PM_at"	"203866_PM_at"	"AJ005257"	"notchless homolog 1 (Drosophila)"	"NLE1"
"205893_PM_at"	"205893_PM_at"	"NM_014932"	"neuroligin 1"	"NLGN1"
"1554428_PM_s_at"	"1554428_PM_s_at"	"AF376802"	"neuroligin 2"	"NLGN2"
"219726_PM_at"	"219726_PM_at"	"NM_018977"	"neuroligin 3"	"NLGN3"
"1554689_PM_a_at"	"1554689_PM_a_at"	"BC034018"	"neuroligin 4, X-linked"	"NLGN4X"
"1554125_PM_a_at"	"1554125_PM_a_at"	"BC032567"	"neuroligin 4, Y-linked"	"NLGN4Y"
"218318_PM_s_at"	"218318_PM_s_at"	"NM_016231"	"nemo-like kinase"	"NLK"
"224063_PM_at"	"224063_PM_at"	"BC001644"	"neurolysin (metallopeptidase M3 family)"	"NLN"
"236295_PM_s_at"	"236295_PM_s_at"	"AA694067"	"NLR family, CARD domain containing 3"	"NLRC3"
"1552553_PM_a_at"	"1552553_PM_a_at"	"NM_021209"	"NLR family, CARD domain containing 4"	"NLRC4"
"226474_PM_at"	"226474_PM_at"	"AA005023"	"NLR family, CARD domain containing 5"	"NLRC5"
"210113_PM_s_at"	"210113_PM_s_at"	"AF310105"	"NLR family, pyrin domain containing 1"	"NLRP1"
"1553534_PM_at"	"1553534_PM_at"	"NM_176821"	"NLR family, pyrin domain containing 10"	"NLRP10"
"1552531_PM_a_at"	"1552531_PM_a_at"	"NM_145007"	"NLR family, pyrin domain containing 11"	"NLRP11"
"1554952_PM_s_at"	"1554952_PM_s_at"	"AY116207"	"NLR family, pyrin domain containing 12"	"NLRP12"
"1553525_PM_at"	"1553525_PM_at"	"NM_176810"	"NLR family, pyrin domain containing 13"	"NLRP13"
"1553523_PM_at"	"1553523_PM_at"	"NM_176822"	"NLR family, pyrin domain containing 14"	"NLRP14"
"221690_PM_s_at"	"221690_PM_s_at"	"AF298547"	"NLR family, pyrin domain containing 2"	"NLRP2"
"207075_PM_at"	"207075_PM_at"	"NM_004895"	"NLR family, pyrin domain containing 3"	"NLRP3"
"242334_PM_at"	"242334_PM_at"	"AA833751"	"NLR family, pyrin domain containing 4"	"NLRP4"
"1552405_PM_at"	"1552405_PM_at"	"NM_153447"	"NLR family, pyrin domain containing 5"	"NLRP5"
"1552932_PM_at"	"1552932_PM_at"	"NM_138329"	"NLR family, pyrin domain containing 6"	"NLRP6"
"237461_PM_at"	"237461_PM_at"	"AA565499"	"NLR family, pyrin domain containing 7"	"NLRP7"
"1553526_PM_at"	"1553526_PM_at"	"NM_176811"	"NLR family, pyrin domain containing 8"	"NLRP8"
"1553527_PM_at"	"1553527_PM_at"	"NM_176820"	"NLR family, pyrin domain containing 9"	"NLRP9"
"1553695_PM_a_at"	"1553695_PM_a_at"	"NM_170722"	"NLR family member X1"	"NLRX1"
"205204_PM_at"	"205204_PM_at"	"NM_021077"	"neuromedin B"	"NMB"
"207333_PM_at"	"207333_PM_at"	"NM_002511"	"neuromedin B receptor"	"NMBR"
"218036_PM_x_at"	"218036_PM_x_at"	"NM_015938"	"NMD3 homolog (S. cerevisiae)"	"NMD3"
"201577_PM_at"	"201577_PM_at"	"NM_000269"	"non-metastatic cells 1, protein (NM23A) expressed in"	"NME1"
"201268_PM_at"	"201268_PM_at"	"NM_002512"	"NME1-NME2 readthrough /// non-metastatic cells 2, protein (NM23B) expressed in"	"NME1-NME2 /// NME2"
"204862_PM_s_at"	"204862_PM_s_at"	"NM_002513"	"non-metastatic cells 3, protein expressed in"	"NME3"
"212739_PM_s_at"	"212739_PM_s_at"	"AL523860"	"non-metastatic cells 4, protein expressed in"	"NME4"
"206197_PM_at"	"206197_PM_at"	"NM_003551"	"non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)"	"NME5"
"205851_PM_at"	"205851_PM_at"	"BC001808"	"non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)"	"NME6"
"219553_PM_at"	"219553_PM_at"	"NM_013330"	"non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)"	"NME7"
"203964_PM_at"	"203964_PM_at"	"NM_004688"	"N-myc (and STAT) interactor"	"NMI"
"1569631_PM_at"	"1569631_PM_at"	"BQ671034"	"nicotinamide nucleotide adenylyltransferase 1"	"NMNAT1"
"1552712_PM_a_at"	"1552712_PM_a_at"	"NM_170706"	"nicotinamide nucleotide adenylyltransferase 2"	"NMNAT2"
"228090_PM_at"	"228090_PM_at"	"AW249913"	"nicotinamide nucleotide adenylyltransferase 3"	"NMNAT3"
"223206_PM_s_at"	"223206_PM_s_at"	"BC002927"	"NmrA-like family domain containing 1"	"NMRAL1"
"201157_PM_s_at"	"201157_PM_s_at"	"AF020500"	"N-myristoyltransferase 1"	"NMT1"
"205005_PM_s_at"	"205005_PM_s_at"	"AW293531"	"N-myristoyltransferase 2"	"NMT2"
"206023_PM_at"	"206023_PM_at"	"NM_006681"	"neuromedin U"	"NMU"
"221383_PM_at"	"221383_PM_at"	"NM_006056"	"neuromedin U receptor 1"	"NMUR1"
"224088_PM_at"	"224088_PM_at"	"AF272363"	"neuromedin U receptor 2"	"NMUR2"
"204239_PM_s_at"	"204239_PM_s_at"	"NM_005386"	"neuronatin"	"NNAT"
"202237_PM_at"	"202237_PM_at"	"NM_006169"	"nicotinamide N-methyltransferase"	"NNMT"
"202783_PM_at"	"202783_PM_at"	"U40490"	"nicotinamide nucleotide transhydrogenase"	"NNT"
"223018_PM_at"	"223018_PM_at"	"BC000050"	"NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)"	"NOB1"
"234519_PM_at"	"234519_PM_at"	"AC004534"	"NOBOX oogenesis homeobox"	"NOBOX"
"1559139_PM_at"	"1559139_PM_at"	"BC009786"	"nucleolar complex associated 2 homolog (S. cerevisiae)"	"NOC2L"
"218889_PM_at"	"218889_PM_at"	"NM_022451"	"nucleolar complex associated 3 homolog (S. cerevisiae)"	"NOC3L"
"218860_PM_at"	"218860_PM_at"	"NM_024078"	"nucleolar complex associated 4 homolog (S. cerevisiae)"	"NOC4L"
"221073_PM_s_at"	"221073_PM_s_at"	"NM_006092"	"nucleotide-binding oligomerization domain containing 1"	"NOD1"
"220066_PM_at"	"220066_PM_at"	"NM_022162"	"nucleotide-binding oligomerization domain containing 2"	"NOD2"
"230916_PM_at"	"230916_PM_at"	"AI050866"	"nodal homolog (mouse)"	"NODAL"
"231798_PM_at"	"231798_PM_at"	"AL575177"	"noggin"	"NOG"
"218591_PM_s_at"	"218591_PM_s_at"	"NM_024894"	"nucleolar protein 10"	"NOL10"
"221970_PM_s_at"	"221970_PM_s_at"	"AU158148"	"nucleolar protein 11"	"NOL11"
"222057_PM_at"	"222057_PM_at"	"AW002578"	"nucleolar protein 12"	"NOL12"
"210276_PM_s_at"	"210276_PM_s_at"	"AF281030"	"nucleolar protein 12 /// TRIO and F-actin binding protein"	"NOL12 /// TRIOBP"
"1558738_PM_at"	"1558738_PM_at"	"BU785956"	"Nucleolar protein 3 (apoptosis repressor with CARD domain)"	"NOL3"
"206045_PM_s_at"	"206045_PM_s_at"	"NM_003787"	"nucleolar protein 4"	"NOL4"
"218199_PM_s_at"	"218199_PM_s_at"	"NM_022917"	"nucleolar protein family 6 (RNA-associated)"	"NOL6"
"202882_PM_x_at"	"202882_PM_x_at"	"NM_016167"	"nucleolar protein 7, 27kDa"	"NOL7"
"218244_PM_at"	"218244_PM_at"	"NM_017948"	"nucleolar protein 8"	"NOL8"
"1554082_PM_a_at"	"1554082_PM_a_at"	"BC009257"	"nucleolar protein 9"	"NOL9"
"205895_PM_s_at"	"205895_PM_s_at"	"NM_004741"	"nucleolar and coiled-body phosphoprotein 1"	"NOLC1"
"227161_PM_at"	"227161_PM_at"	"AI419857"	"nucleolar protein with MIF4G domain 1"	"NOM1"
"217225_PM_x_at"	"217225_PM_x_at"	"AL512687"	"NODAL modulator 1 /// NODAL modulator 2"	"NOMO1 /// NOMO2"
"221853_PM_s_at"	"221853_PM_s_at"	"N39536"	"NODAL modulator 1 /// NODAL modulator 2 /// NODAL modulator 3"	"NOMO1 /// NOMO2 /// NOMO3"
"200057_PM_s_at"	"200057_PM_s_at"	"NM_007363"	"non-POU domain containing, octamer-binding"	"NONO"
"217962_PM_at"	"217962_PM_at"	"NM_018648"	"NOP10 ribonucleoprotein homolog (yeast)"	"NOP10"
"214661_PM_s_at"	"214661_PM_s_at"	"R06783"	"NOP14 nucleolar protein homolog (yeast)"	"NOP14"
"203023_PM_at"	"203023_PM_at"	"NM_016391"	"NOP16 nucleolar protein homolog (yeast)"	"NOP16"
"214427_PM_at"	"214427_PM_at"	"NM_006170"	"NOP2 nucleolar protein homolog (yeast)"	"NOP2"
"200874_PM_s_at"	"200874_PM_s_at"	"BE796327"	"NOP56 ribonucleoprotein homolog (yeast)"	"NOP56"
"223096_PM_at"	"223096_PM_at"	"AF161469"	"NOP58 ribonucleoprotein homolog (yeast)"	"NOP58"
"1560974_PM_s_at"	"1560974_PM_s_at"	"BF447723"	"nitric oxide synthase 1 (neuronal)"	"NOS1"
"1563512_PM_at"	"1563512_PM_at"	"AK024942"	"Nitric oxide synthase 1 (neuronal) adaptor protein"	"NOS1AP"
"210037_PM_s_at"	"210037_PM_s_at"	"L24553"	"nitric oxide synthase 2, inducible"	"NOS2"
"205581_PM_s_at"	"205581_PM_s_at"	"NM_000603"	"nitric oxide synthase 3 (endothelial cell)"	"NOS3"
"217950_PM_at"	"217950_PM_at"	"NM_015953"	"nitric oxide synthase interacting protein"	"NOSIP"
"226992_PM_at"	"226992_PM_at"	"AK002203"	"nitric oxide synthase trafficker"	"NOSTRIN"
"218902_PM_at"	"218902_PM_at"	"NM_017617"	"Notch homolog 1, translocation-associated (Drosophila)"	"NOTCH1"
"202443_PM_x_at"	"202443_PM_x_at"	"AA291203"	"Notch homolog 2 (Drosophila)"	"NOTCH2"
"214722_PM_at"	"214722_PM_at"	"AW516297"	"Notch homolog 2 (Drosophila) N-terminal like"	"NOTCH2NL"
"203237_PM_s_at"	"203237_PM_s_at"	"AW139152"	"Notch homolog 3 (Drosophila)"	"NOTCH3"
"205247_PM_at"	"205247_PM_at"	"AI743713"	"Notch homolog 4 (Drosophila)"	"NOTCH4"
"228649_PM_at"	"228649_PM_at"	"AL574571"	"notum pectinacetylesterase homolog (Drosophila)"	"NOTUM"
"204501_PM_at"	"204501_PM_at"	"NM_002514"	"nephroblastoma overexpressed gene"	"NOV"
"205794_PM_s_at"	"205794_PM_s_at"	"NM_002515"	"neuro-oncological ventral antigen 1"	"NOVA1"
"206476_PM_s_at"	"206476_PM_s_at"	"AI040329"	"neuro-oncological ventral antigen 2"	"NOVA2"
"206418_PM_at"	"206418_PM_at"	"NM_007052"	"NADPH oxidase 1"	"NOX1"
"221089_PM_at"	"221089_PM_at"	"NM_015718"	"NADPH oxidase 3"	"NOX3"
"219773_PM_at"	"219773_PM_at"	"NM_016931"	"NADPH oxidase 4"	"NOX4"
"1553023_PM_a_at"	"1553023_PM_a_at"	"NM_024505"	"NADPH oxidase, EF-hand calcium binding domain 5"	"NOX5"
"232373_PM_at"	"232373_PM_at"	"AI860821"	"NADPH oxidase activator 1"	"NOXA1"
"235329_PM_at"	"235329_PM_at"	"AW083983"	"NADPH oxidase organizer 1"	"NOXO1"
"206699_PM_x_at"	"206699_PM_x_at"	"NM_002517"	"neuronal PAS domain protein 1"	"NPAS1"
"205459_PM_s_at"	"205459_PM_s_at"	"NM_002518"	"neuronal PAS domain protein 2"	"NPAS2"
"1554635_PM_a_at"	"1554635_PM_a_at"	"AB054576"	"neuronal PAS domain protein 3"	"NPAS3"
"1554299_PM_at"	"1554299_PM_at"	"AB049469"	"neuronal PAS domain protein 4"	"NPAS4"
"209798_PM_at"	"209798_PM_at"	"D83243"	"nuclear protein, ataxia-telangiectasia locus"	"NPAT"
"1553663_PM_a_at"	"1553663_PM_a_at"	"NM_148896"	"neuropeptide B"	"NPB"
"231752_PM_at"	"231752_PM_at"	"NM_005285"	"neuropeptides B/W receptor 1"	"NPBWR1"
"221358_PM_at"	"221358_PM_at"	"NM_005286"	"neuropeptides B/W receptor 2"	"NPBWR2"
"202679_PM_at"	"202679_PM_at"	"NM_000271"	"Niemann-Pick disease, type C1"	"NPC1"
